0.000000,0.139139,0.140656,0.283976,0.117780,0.318449
50.000000,0.139925,0.141485,0.279098,0.118634,0.320858
75.000000,0.140247,0.141823,0.277152,0.118968,0.321810
200.000000,0.141781,0.143423,0.268508,0.120365,0.325923
222.222222,0.142092,0.143744,0.266929,0.120596,0.326639
250.000000,0.142361,0.144011,0.265637,0.120772,0.327219
250.000000,0.142240,0.143896,0.266201,0.120699,0.326964
300.000000,0.142713,0.144372,0.264025,0.120980,0.327909
325.000000,0.142909,0.144572,0.263183,0.121080,0.328256
450.000000,0.143842,0.145512,0.259868,0.121349,0.329429
472.222222,0.144012,0.145682,0.259417,0.121352,0.329536
500.000000,0.144181,0.145849,0.259032,0.121338,0.329600
500.000000,0.144141,0.145810,0.259117,0.121343,0.329589
550.000000,0.144429,0.146104,0.258591,0.121281,0.329595
575.000000,0.144564,0.146223,0.258419,0.121225,0.329568
700.000000,0.145219,0.146731,0.258365,0.120707,0.328978
722.222222,0.145322,0.146832,0.258560,0.120572,0.328715
750.000000,0.145417,0.146925,0.258810,0.120427,0.328422
750.000000,0.145395,0.146903,0.258745,0.120462,0.328494
800.000000,0.145564,0.147066,0.259352,0.120156,0.327863
825.000000,0.145635,0.147133,0.259698,0.120000,0.327533
950.000000,0.145945,0.147417,0.262268,0.119008,0.325362
972.222222,0.145998,0.147463,0.263019,0.118746,0.324773
1000.000000,0.146042,0.147500,0.263763,0.118493,0.324202
1000.000000,0.146026,0.147486,0.263471,0.118591,0.324425
1050.000000,0.146096,0.147542,0.264946,0.118102,0.323313
1075.000000,0.146123,0.147561,0.265682,0.117865,0.322770
1200.000000,0.146193,0.147586,0.270178,0.116481,0.319563
1222.222222,0.146192,0.147575,0.271244,0.116165,0.318824
1250.000000,0.146187,0.147558,0.272383,0.115831,0.318041
1250.000000,0.146189,0.147562,0.272109,0.115911,0.318229
1300.000000,0.146166,0.147517,0.274297,0.115279,0.316741
1325.000000,0.146148,0.147489,0.275376,0.114972,0.316015
1450.000000,0.141940,0.143060,0.301551,0.110053,0.303396
1472.222222,0.141873,0.142969,0.302565,0.109795,0.302799
1500.000000,0.141710,0.142799,0.304687,0.109281,0.301522
1500.000000,0.141667,0.142736,0.305343,0.109113,0.301142
1550.000000,0.141377,0.142422,0.309009,0.108231,0.298962
1575.000000,0.141241,0.142255,0.310775,0.107797,0.297932
1700.000000,0.140426,0.141344,0.320318,0.105531,0.292381
1722.222222,0.140300,0.141204,0.321718,0.105203,0.291575
1750.000000,0.140086,0.140966,0.324061,0.104656,0.290231
1750.000000,0.140030,0.140904,0.324662,0.104516,0.289887
1800.000000,0.139618,0.140448,0.329025,0.103507,0.287401
1825.000000,0.139415,0.140223,0.331134,0.103023,0.286206
1950.000000,0.138223,0.138909,0.342899,0.100357,0.279613
1972.222222,0.137940,0.138599,0.345568,0.099760,0.278133
2000.000000,0.137651,0.138281,0.348263,0.099160,0.276645
2000.000000,0.137732,0.138370,0.347516,0.099326,0.277057
2050.000000,0.137178,0.137763,0.352588,0.098203,0.274268
2075.000000,0.136905,0.137464,0.355041,0.097664,0.272927
2200.000000,0.135369,0.135788,0.368340,0.094774,0.265729
2222.222222,0.135060,0.135451,0.370926,0.094219,0.264343
2250.000000,0.134692,0.135051,0.373970,0.093569,0.262718
2250.000000,0.134717,0.135078,0.373765,0.093613,0.262827
2300.000000,0.134007,0.134306,0.379545,0.092385,0.259757
2325.000000,0.133661,0.133930,0.382318,0.091799,0.258291
2450.000000,0.131709,0.131814,0.397486,0.088635,0.250357
2472.222222,0.131285,0.131354,0.400691,0.087974,0.248697
2500.000000,0.130819,0.130850,0.404165,0.087261,0.246904
2500.000000,0.130905,0.130943,0.403527,0.087391,0.247233
